accuracy,loss,val_accuracy,val_loss,learning_rate
0.8890551328659058,0.31736230850219727,0.8796666860580444,0.32555320858955383,0.00020000000949949026
0.8963944911956787,0.29402077198028564,0.8859999775886536,0.3187633454799652,0.00020000000949949026
0.9008123278617859,0.28111177682876587,0.8733333349227905,0.35038498044013977,0.00020000000949949026
0.9014536142349243,0.27246034145355225,0.8709999918937683,0.36095723509788513,0.00020000000949949026
0.9017386436462402,0.27138078212738037,0.887666642665863,0.32397451996803284,0.00020000000949949026
0.9027361869812012,0.2704744040966034,0.8816666603088379,0.31873786449432373,0.00020000000949949026
0.9065127372741699,0.25979581475257874,0.8863333463668823,0.30205827951431274,0.00020000000949949026
0.9049451351165771,0.25964242219924927,0.8813333511352539,0.3343386948108673,0.00020000000949949026
0.9078665971755981,0.2588655650615692,0.8840000033378601,0.3212437033653259,0.00020000000949949026
0.9095767140388489,0.25480780005455017,0.8843333125114441,0.31317511200904846,0.00020000000949949026
0.9094342589378357,0.25605979561805725,0.8889999985694885,0.3126295804977417,0.00020000000949949026
0.9098617434501648,0.24629350006580353,0.8916666507720947,0.3148811459541321,0.00020000000949949026
0.9168447852134705,0.22785569727420807,0.8973333239555359,0.2810176610946655,4.0000002627493814e-05
0.9189112186431885,0.22206461429595947,0.8953333497047424,0.2788338363170624,4.0000002627493814e-05
0.9200512766838074,0.22368428111076355,0.8996666669845581,0.28105729818344116,4.0000002627493814e-05
0.9226164817810059,0.22020594775676727,0.8986666798591614,0.2855570614337921,4.0000002627493814e-05
0.9216189384460449,0.21642328798770905,0.9023333191871643,0.28031250834465027,4.0000002627493814e-05
0.9220464825630188,0.2186439037322998,0.8956666588783264,0.28881993889808655,4.0000002627493814e-05
0.9221889972686768,0.21485447883605957,0.8989999890327454,0.2835298180580139,4.0000002627493814e-05
0.9248966574668884,0.21222873032093048,0.8976666927337646,0.27769383788108826,9.999999747378752e-06
